feature,activation_frequency
1280,0.00019164431432727724
1281,0.00019164431432727724
1282,0.000766577257309109
1283,0.0003832886286545545
1284,0.0
1285,0.0003832886286545545
1286,0.000574932899326086
1287,0.000958221557084471
1288,0.000574932899326086
1289,0.0
1290,0.005366040859371424
1291,0.0
1292,0.0
1293,0.00019164431432727724
1294,0.0
1295,0.008049060590565205
1296,0.00019164431432727724
1297,0.0
1298,0.001341510214842856
1299,0.0
1300,0.0
1301,0.002299731597304344
1302,0.0003832886286545545
1303,0.0
1304,0.05576849356293678
1305,0.000766577257309109
1306,0.0
1307,0.000958221557084471
1308,0.001149865798652172
1309,0.000958221557084471
1310,0.000958221557084471
1311,0.00019164431432727724
1312,0.03468761965632439
1313,0.00019164431432727724
1314,0.04024530574679375
1315,0.0
1316,0.0
1317,0.0
1318,0.0003832886286545545
1319,0.001341510214842856
1320,0.004216174595057964
1321,0.002299731597304344
1322,0.0
1323,0.0
1324,0.003832886228337884
1325,0.0
1326,0.0
1327,0.0003832886286545545
1328,0.0
1329,0.00019164431432727724
1330,0.007665772456675768
1331,0.006324262358248234
1332,0.0
1333,0.000766577257309109
1334,0.000574932899326086
1335,0.0
1336,0.001149865798652172
1337,0.0
1338,0.0
1339,0.0
1340,0.00019164431432727724
1341,0.02299731783568859
1342,0.0003832886286545545
1343,0.0
1344,0.003066309029236436
1345,0.003832886228337884
1346,0.048677653074264526
1347,0.001149865798652172
1348,0.0003832886286545545
1349,0.000574932899326086
1350,0.0003832886286545545
1351,0.0
1352,0.000958221557084471
1353,0.0
1354,0.001533154514618218
1355,0.001916443114168942
1356,0.0
1357,0.000574932899326086
1358,0.0
1359,0.00019164431432727724
1360,0.00019164431432727724
1361,0.024338826537132263
1362,0.0
1363,0.0
1364,0.0
1365,0.0003832886286545545
1366,0.018397852778434753
1367,0.0
1368,0.0003832886286545545
1369,0.00785741675645113
1370,0.00019164431432727724
1371,0.0
1372,0.018397852778434753
1373,0.000766577257309109
1374,0.0
1375,0.0
1376,0.0
1377,0.01169030275195837
1378,0.010348792187869549
1379,0.008623993955552578
1380,0.03487926349043846
1381,0.0003832886286545545
1382,0.00019164431432727724
1383,0.0003832886286545545
1384,0.0
1385,0.00019164431432727724
1386,0.0003832886286545545
1387,0.001341510214842856
1388,0.0003832886286545545
1389,0.001149865798652172
1390,0.0003832886286545545
1391,0.00344959762878716
1392,0.0
1393,0.0003832886286545545
1394,0.0
1395,0.0
1396,0.001916443114168942
1397,0.000574932899326086
1398,0.000574932899326086
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.006132618058472872
1404,0.000766577257309109
1405,0.003832886228337884
1406,0.000766577257309109
1407,0.0
1408,0.0
1409,0.001149865798652172
1410,0.002299731597304344
1411,0.0003832886286545545
1412,0.00019164431432727724
1413,0.0
1414,0.000574932899326086
1415,0.004216174595057964
1416,0.000958221557084471
1417,0.0
1418,0.0
1419,0.0
